,Club_Name,Name,Event,Role,Fest_Name,Roll No.
5321,,caelan infante,fest_2_event_9,,fest_2,17XJ1A0232
1749,,caelan infante,fest_1_event_6,,fest_1,17XJ1A0232
2633,,caelan infante,fest_2_event_5,,fest_2,17XJ1A0232
2843,,caelan infante,fest_1_event_1,,fest_1,17XJ1A0232
1983,,caelan infante,fest_1_event_7,,fest_1,17XJ1A0232
5427,,caelan infante,fest_1_event_2,,fest_2,17XJ1A0232
271,club_3,lewis breedlove,club_3_event_3,Participant,,17XJ1A0233
130,club_1,lewis breedlove,club_1_event_3,Participant,,17XJ1A0233
447,club_3,lewis breedlove,club_3_event_1,Participant,,17XJ1A0233
960,club_3,lewis breedlove,club_3_event_2,Participant,,17XJ1A0233
693,club_2,lewis breedlove,club_2_event_3,Participant,,17XJ1A0233
3736,,chandler mckinney,fest_1_event_11,,fest_1,17XJ1A0234
4412,,chandler mckinney,fest_2_event_9,,fest_2,17XJ1A0234
5267,,chandler mckinney,fest_1_event_12,,fest_1,17XJ1A0234
4438,,chandler mckinney,fest_1_event_3,,fest_1,17XJ1A0234
1348,,chandler mckinney,fest_2_event_6,,fest_2,17XJ1A0234
3888,,chandler mckinney,fest_2_event_2,,fest_2,17XJ1A0234
5299,,chandler mckinney,fest_2_event_5,,fest_2,17XJ1A0234
2992,,chandler mckinney,fest_2_event_1,,fest_2,17XJ1A0234
4208,,chandler mckinney,fest_1_event_7,,fest_1,17XJ1A0234
5202,,chandler mckinney,fest_1_event_2,,fest_2,17XJ1A0234
2409,,chandler mckinney,fest_2_event_12,,fest_2,17XJ1A0234
5017,,chandler mckinney,fest_1_event_9,,fest_1,17XJ1A0234
3647,,chandler mckinney,fest_1_event_4,,fest_1,17XJ1A0234
1740,,chandler mckinney,fest_2_event_8,,fest_2,17XJ1A0234
3257,,chandler mckinney,fest_1_event_6,,fest_1,17XJ1A0234
3588,,chandler mckinney,fest_2_event_3,,fest_2,17XJ1A0234
3598,,chandler mckinney,fest_1_event_13,,fest_1,17XJ1A0234
4142,,chandler mckinney,fest_2_event_13,,fest_2,17XJ1A0234
4106,,chandler mckinney,fest_1_event_1,,fest_1,17XJ1A0234
4186,,chandler mckinney,fest_2_event_10,,fest_2,17XJ1A0234
3352,,chandler mckinney,fest_1_event_10,,fest_1,17XJ1A0234
124,club_3,shea jenkins,club_3_event_3,Participant,,17XJ1A0235
58,club_1,shea jenkins,club_1_event_2,Participant,,17XJ1A0235
872,club_3,shea jenkins,club_3_event_2,Participant,,17XJ1A0235
2357,,shea jenkins,fest_2_event_4,,fest_2,17XJ1A0235
338,club_2,shea jenkins,club_2_event_3,Participant,,17XJ1A0235
466,club_2,shea jenkins,club_2_event_2,Participant,,17XJ1A0235
529,club_2,shea jenkins,club_2_event_1,Participant,,17XJ1A0235
5316,,shea jenkins,fest_1_event_7,,fest_1,17XJ1A0235
4544,,breanne concepcion,fest_2_event_3,,fest_2,17XJ1A0236
5057,,breanne concepcion,fest_1_event_4,,fest_1,17XJ1A0236
5139,,breanne concepcion,fest_2_event_1,,fest_2,17XJ1A0236
382,club_1,breanne concepcion,club_1_event_1,Participant,,17XJ1A0236
2801,,breanne concepcion,fest_1_event_2,,fest_2,17XJ1A0236
3237,,aldo ragan,fest_2_event_6,,fest_2,17XJ1A0237
4952,,aldo ragan,fest_2_event_13,,fest_2,17XJ1A0237
2369,,aldo ragan,fest_2_event_15,,fest_2,17XJ1A0237
3621,,aldo ragan,fest_2_event_14,,fest_2,17XJ1A0237
4384,,aldo ragan,fest_1_event_7,,fest_1,17XJ1A0237
1786,,aldo ragan,fest_2_event_11,,fest_2,17XJ1A0237
5273,,aldo ragan,fest_1_event_13,,fest_1,17XJ1A0237
4863,,aldo ragan,fest_2_event_9,,fest_2,17XJ1A0237
4507,,aldo ragan,fest_2_event_12,,fest_2,17XJ1A0237
4810,,aldo ragan,fest_2_event_3,,fest_2,17XJ1A0237
2911,,aldo ragan,fest_2_event_1,,fest_2,17XJ1A0237
2052,,aldo ragan,fest_2_event_5,,fest_2,17XJ1A0237
5335,,aldo ragan,fest_2_event_2,,fest_2,17XJ1A0237
5054,,aldo ragan,fest_1_event_1,,fest_1,17XJ1A0237
4380,,aldo ragan,fest_1_event_10,,fest_1,17XJ1A0237
4583,,aldo ragan,fest_1_event_3,,fest_1,17XJ1A0237
1953,,aldo ragan,fest_1_event_10,,fest_1,17XJ1A0237
2463,,aldo ragan,fest_2_event_9,,fest_2,17XJ1A0237
5157,,aldo ragan,fest_1_event_6,,fest_1,17XJ1A0237
4658,,sasha sweat,fest_2_event_14,,fest_2,17XJ1A0238
2588,,sasha sweat,fest_2_event_10,,fest_2,17XJ1A0238
2147,,sasha sweat,fest_2_event_5,,fest_2,17XJ1A0238
1531,,sasha sweat,fest_2_event_8,,fest_2,17XJ1A0238
4563,,sasha sweat,fest_1_event_2,,fest_2,17XJ1A0238
1358,,sasha sweat,fest_1_event_5,,fest_1,17XJ1A0238
4499,,sasha sweat,fest_1_event_1,,fest_1,17XJ1A0238
3183,,sasha sweat,fest_1_event_8,,fest_1,17XJ1A0238
2440,,sasha sweat,fest_1_event_12,,fest_1,17XJ1A0238
5284,,sasha sweat,fest_1_event_5,,fest_1,17XJ1A0238
3521,,sasha sweat,fest_1_event_9,,fest_1,17XJ1A0238
3303,,sasha sweat,fest_1_event_3,,fest_1,17XJ1A0238
4852,,sasha sweat,fest_2_event_12,,fest_2,17XJ1A0238
2101,,sasha sweat,fest_2_event_13,,fest_2,17XJ1A0238
4255,,sasha sweat,fest_2_event_15,,fest_2,17XJ1A0238
4187,,sasha sweat,fest_2_event_7,,fest_2,17XJ1A0238
2868,,sasha sweat,fest_1_event_11,,fest_1,17XJ1A0238
1543,,sasha sweat,fest_2_event_12,,fest_2,17XJ1A0238
5184,,sasha sweat,fest_1_event_7,,fest_1,17XJ1A0238
4009,,sasha sweat,fest_1_event_13,,fest_1,17XJ1A0238
3771,,sasha sweat,fest_2_event_6,,fest_2,17XJ1A0238
4134,,pedro hearn,fest_1_event_12,,fest_1,17XJ1A0239
1457,,kiara jauregui,fest_1_event_13,,fest_1,17XJ1A0243
3,club_1,kiara jauregui,club_1_event_1,Participant,,17XJ1A0243
35,club_3,kiara jauregui,club_3_event_2,Participant,,17XJ1A0243
3048,,kiara jauregui,fest_1_event_8,,fest_1,17XJ1A0243
2049,,kiara jauregui,fest_1_event_13,,fest_1,17XJ1A0243
865,club_1,kiara jauregui,club_1_event_2,Participant,,17XJ1A0243
5194,,kiara jauregui,fest_2_event_9,,fest_2,17XJ1A0243
2118,,kiara jauregui,fest_2_event_14,,fest_2,17XJ1A0243
622,club_2,kiara jauregui,club_2_event_3,Participant,,17XJ1A0243
203,club_2,kiara jauregui,club_2_event_1,Participant,,17XJ1A0243
3768,,kiara jauregui,fest_2_event_6,,fest_2,17XJ1A0243
4051,,kiara jauregui,fest_1_event_1,,fest_1,17XJ1A0243
2991,,kiara jauregui,fest_2_event_6,,fest_2,17XJ1A0243
2636,,kiara jauregui,fest_2_event_11,,fest_2,17XJ1A0243
3886,,kiara jauregui,fest_1_event_4,,fest_1,17XJ1A0243
1972,,kiara jauregui,fest_1_event_10,,fest_1,17XJ1A0243
569,club_3,kiara jauregui,club_3_event_3,Participant,,17XJ1A0243
2702,,kiara jauregui,fest_2_event_3,,fest_2,17XJ1A0243
4536,,kiara jauregui,fest_2_event_14,,fest_2,17XJ1A0243
3552,,camille curran,fest_2_event_7,,fest_2,17XJ1A0245
2320,,camille curran,fest_2_event_9,,fest_2,17XJ1A0245
1593,,camille curran,fest_2_event_6,,fest_2,17XJ1A0245
1915,,camille curran,fest_2_event_13,,fest_2,17XJ1A0245
3500,,camille curran,fest_2_event_9,,fest_2,17XJ1A0245
5254,,camille curran,fest_2_event_8,,fest_2,17XJ1A0245
3449,,camille curran,fest_2_event_5,,fest_2,17XJ1A0245
1738,,camille curran,fest_1_event_6,,fest_1,17XJ1A0245
3465,,camille curran,fest_1_event_12,,fest_1,17XJ1A0245
1660,,camille curran,fest_1_event_11,,fest_1,17XJ1A0245
3906,,camille curran,fest_2_event_15,,fest_2,17XJ1A0245
2541,,camille curran,fest_2_event_1,,fest_2,17XJ1A0245
1337,,camille curran,fest_1_event_13,,fest_1,17XJ1A0245
1944,,camille curran,fest_1_event_7,,fest_1,17XJ1A0245
2619,,camille curran,fest_2_event_11,,fest_2,17XJ1A0245
1219,,camille curran,fest_2_event_10,,fest_2,17XJ1A0245
1332,,camille curran,fest_1_event_5,,fest_1,17XJ1A0245
1393,,camille curran,fest_2_event_12,,fest_2,17XJ1A0245
5438,,camille curran,fest_1_event_4,,fest_1,17XJ1A0245
5326,,camille curran,fest_1_event_5,,fest_1,17XJ1A0245
4473,,camille curran,fest_1_event_3,,fest_1,17XJ1A0245
1845,,camille curran,fest_1_event_12,,fest_1,17XJ1A0245
2379,,camille curran,fest_2_event_8,,fest_2,17XJ1A0245
4706,,camille curran,fest_2_event_13,,fest_2,17XJ1A0245
5143,,camille curran,fest_2_event_3,,fest_2,17XJ1A0245
2102,,camille curran,fest_1_event_10,,fest_1,17XJ1A0245
4493,,camille curran,fest_2_event_2,,fest_2,17XJ1A0245
3374,,camille curran,fest_1_event_4,,fest_1,17XJ1A0245
2559,,camille curran,fest_2_event_13,,fest_2,17XJ1A0245
5165,,camille curran,fest_1_event_9,,fest_1,17XJ1A0245
4984,,camille curran,fest_1_event_5,,fest_1,17XJ1A0245
3643,,camille curran,fest_2_event_14,,fest_2,17XJ1A0245
2282,,camille curran,fest_2_event_4,,fest_2,17XJ1A0245
5073,,camille curran,fest_2_event_11,,fest_2,17XJ1A0245
4484,,camille curran,fest_2_event_4,,fest_2,17XJ1A0245
3966,,camille curran,fest_1_event_7,,fest_1,17XJ1A0245
1278,,camille curran,fest_1_event_10,,fest_1,17XJ1A0245
4569,,camille curran,fest_1_event_1,,fest_1,17XJ1A0245
2967,,camille curran,fest_1_event_13,,fest_1,17XJ1A0245
2470,,camille curran,fest_1_event_9,,fest_1,17XJ1A0245
3332,,camille curran,fest_2_event_12,,fest_2,17XJ1A0245
5006,,camille curran,fest_2_event_1,,fest_2,17XJ1A0245
3417,,camille curran,fest_1_event_2,,fest_2,17XJ1A0245
4778,,camille curran,fest_1_event_2,,fest_2,17XJ1A0245
2259,,camille curran,fest_1_event_9,,fest_1,17XJ1A0245
3074,,camille curran,fest_2_event_3,,fest_2,17XJ1A0245
5088,,camille curran,fest_1_event_5,,fest_1,17XJ1A0245
4453,,camille curran,fest_2_event_6,,fest_2,17XJ1A0245
1492,,camille curran,fest_2_event_3,,fest_2,17XJ1A0245
4076,,camille curran,fest_2_event_6,,fest_2,17XJ1A0245
3539,,camille curran,fest_2_event_8,,fest_2,17XJ1A0245
795,club_1,jarrett murry,club_1_event_3,Participant,,17XJ1A0246
577,club_2,jarrett murry,club_2_event_3,Participant,,17XJ1A0246
961,club_3,jarrett murry,club_3_event_2,Participant,,17XJ1A0246
786,club_3,jarrett murry,club_3_event_1,Participant,,17XJ1A0246
5446,,frances prieto,fest_1_event_4,,fest_1,17XJ1A0247
4651,,frances prieto,fest_1_event_1,,fest_1,17XJ1A0247
4183,,frances prieto,fest_2_event_3,,fest_2,17XJ1A0247
4961,,frances prieto,fest_2_event_1,,fest_2,17XJ1A0247
4390,,frances prieto,fest_2_event_5,,fest_2,17XJ1A0247
5357,,frances prieto,fest_2_event_2,,fest_2,17XJ1A0247
2572,,frances prieto,fest_1_event_2,,fest_2,17XJ1A0247
2418,,frances prieto,fest_1_event_3,,fest_1,17XJ1A0247
1344,,danielle waldrop,fest_2_event_7,,fest_2,17XJ1A0248
1976,,danielle waldrop,fest_2_event_4,,fest_2,17XJ1A0248
4254,,danielle waldrop,fest_1_event_5,,fest_1,17XJ1A0248
1864,,danielle waldrop,fest_2_event_2,,fest_2,17XJ1A0248
2407,,danielle waldrop,fest_1_event_3,,fest_1,17XJ1A0248
4517,,danielle waldrop,fest_1_event_13,,fest_1,17XJ1A0248
4357,,danielle waldrop,fest_2_event_11,,fest_2,17XJ1A0248
2168,,danielle waldrop,fest_2_event_1,,fest_2,17XJ1A0248
1918,,danielle waldrop,fest_2_event_4,,fest_2,17XJ1A0248
2462,,danielle waldrop,fest_2_event_3,,fest_2,17XJ1A0248
1183,,danielle waldrop,fest_1_event_5,,fest_1,17XJ1A0248
2775,,danielle waldrop,fest_1_event_11,,fest_1,17XJ1A0248
1596,,danielle waldrop,fest_2_event_8,,fest_2,17XJ1A0248
2666,,danielle waldrop,fest_2_event_14,,fest_2,17XJ1A0248
2173,,danielle waldrop,fest_2_event_9,,fest_2,17XJ1A0248
5391,,doris prado,fest_1_event_8,,fest_1,17XJ1A0249
1987,,doris prado,fest_2_event_5,,fest_2,17XJ1A0249
2489,,doris prado,fest_2_event_13,,fest_2,17XJ1A0249
2299,,doris prado,fest_1_event_12,,fest_1,17XJ1A0249
1127,,doris prado,fest_1_event_13,,fest_1,17XJ1A0249
1935,,doris prado,fest_2_event_12,,fest_2,17XJ1A0249
4912,,doris prado,fest_1_event_13,,fest_1,17XJ1A0249
2854,,doris prado,fest_2_event_14,,fest_2,17XJ1A0249
4925,,doris prado,fest_1_event_7,,fest_1,17XJ1A0249
2795,,doris prado,fest_1_event_2,,fest_2,17XJ1A0249
470,club_2,doris prado,club_2_event_2,Participant,,17XJ1A0249
2286,,doris prado,fest_1_event_1,,fest_1,17XJ1A0249
4109,,doris prado,fest_2_event_7,,fest_2,17XJ1A0249
4149,,doris prado,fest_1_event_7,,fest_1,17XJ1A0249
2697,,doris prado,fest_2_event_1,,fest_2,17XJ1A0249
65,club_1,doris prado,club_1_event_2,Participant,,17XJ1A0249
3559,,doris prado,fest_2_event_6,,fest_2,17XJ1A0249
2476,,doris prado,fest_2_event_2,,fest_2,17XJ1A0249
2581,,doris prado,fest_1_event_5,,fest_1,17XJ1A0249
896,club_2,doris prado,club_2_event_1,Participant,,17XJ1A0249
4574,,doris prado,fest_1_event_3,,fest_1,17XJ1A0249
4528,,doris prado,fest_1_event_3,,fest_1,17XJ1A0249
3952,,doris prado,fest_1_event_1,,fest_1,17XJ1A0249
257,club_3,doris prado,club_3_event_2,Participant,,17XJ1A0249
762,club_3,doris prado,club_3_event_1,Participant,,17XJ1A0249
3189,,doris prado,fest_2_event_2,,fest_2,17XJ1A0249
2175,,doris prado,fest_2_event_4,,fest_2,17XJ1A0249
3227,,doris prado,fest_2_event_11,,fest_2,17XJ1A0249
1612,,doris prado,fest_1_event_6,,fest_1,17XJ1A0249
1161,,doris prado,fest_2_event_2,,fest_2,17XJ1A0249
2716,,andreas byers,fest_2_event_7,,fest_2,17XJ1A0250
4696,,andreas byers,fest_2_event_2,,fest_2,17XJ1A0250
5162,,andreas byers,fest_1_event_9,,fest_1,17XJ1A0250
3222,,andreas byers,fest_1_event_6,,fest_1,17XJ1A0250
4444,,andreas byers,fest_1_event_11,,fest_1,17XJ1A0250
3389,,andreas byers,fest_1_event_1,,fest_1,17XJ1A0250
3626,,andreas byers,fest_2_event_9,,fest_2,17XJ1A0250
4439,,andreas byers,fest_2_event_10,,fest_2,17XJ1A0250
3310,,andreas byers,fest_1_event_3,,fest_1,17XJ1A0250
1103,,andreas byers,fest_2_event_5,,fest_2,17XJ1A0250
5385,,andreas byers,fest_2_event_4,,fest_2,17XJ1A0250
1778,,andreas byers,fest_2_event_8,,fest_2,17XJ1A0250
1295,,andreas byers,fest_1_event_8,,fest_1,17XJ1A0250
3657,,andreas byers,fest_2_event_1,,fest_2,17XJ1A0250
5434,,andreas byers,fest_2_event_12,,fest_2,17XJ1A0250
2591,,andreas byers,fest_1_event_10,,fest_1,17XJ1A0250
4138,,andreas byers,fest_1_event_13,,fest_1,17XJ1A0250
5302,,nash parsons,fest_2_event_5,,fest_2,17XJ1A0251
5301,,nash parsons,fest_2_event_9,,fest_2,17XJ1A0251
4258,,nash parsons,fest_2_event_14,,fest_2,17XJ1A0251
3025,,nash parsons,fest_2_event_3,,fest_2,17XJ1A0251
4559,,nash parsons,fest_1_event_11,,fest_1,17XJ1A0251
3650,,nash parsons,fest_1_event_5,,fest_1,17XJ1A0251
4717,,nash parsons,fest_2_event_2,,fest_2,17XJ1A0251
2211,,nash parsons,fest_1_event_9,,fest_1,17XJ1A0251
3881,,nash parsons,fest_2_event_15,,fest_2,17XJ1A0251
5018,,nash parsons,fest_1_event_10,,fest_1,17XJ1A0251
2258,,nash parsons,fest_1_event_13,,fest_1,17XJ1A0251
4552,,nash parsons,fest_2_event_10,,fest_2,17XJ1A0251
1831,,nash parsons,fest_1_event_11,,fest_1,17XJ1A0251
1410,,nash parsons,fest_2_event_8,,fest_2,17XJ1A0251
2097,,nash parsons,fest_2_event_12,,fest_2,17XJ1A0251
2965,,nash parsons,fest_1_event_4,,fest_1,17XJ1A0251
2163,,nash parsons,fest_1_event_4,,fest_1,17XJ1A0251
1925,,nash parsons,fest_1_event_6,,fest_1,17XJ1A0251
4571,,nash parsons,fest_2_event_3,,fest_2,17XJ1A0251
2602,,nash parsons,fest_1_event_2,,fest_2,17XJ1A0251
1506,,nash parsons,fest_2_event_2,,fest_2,17XJ1A0251
2647,,nash parsons,fest_2_event_14,,fest_2,17XJ1A0251
3361,,nash parsons,fest_1_event_4,,fest_1,17XJ1A0251
4261,,nash parsons,fest_2_event_13,,fest_2,17XJ1A0251
3916,,nash parsons,fest_1_event_3,,fest_1,17XJ1A0251
1684,,nash parsons,fest_1_event_12,,fest_1,17XJ1A0251
2635,,nash parsons,fest_2_event_1,,fest_2,17XJ1A0251
5294,,nash parsons,fest_1_event_1,,fest_1,17XJ1A0251
4593,,nash parsons,fest_1_event_9,,fest_1,17XJ1A0251
3530,,nash parsons,fest_2_event_8,,fest_2,17XJ1A0251
2663,,nash parsons,fest_1_event_1,,fest_1,17XJ1A0251
3312,,nash parsons,fest_2_event_4,,fest_2,17XJ1A0251
2542,,nash parsons,fest_1_event_10,,fest_1,17XJ1A0251
1151,,gerald arreola,fest_1_event_2,,fest_2,17XJ1A0252
2307,,gerald arreola,fest_2_event_7,,fest_2,17XJ1A0252
2530,,gerald arreola,fest_2_event_14,,fest_2,17XJ1A0252
4656,,gerald arreola,fest_1_event_12,,fest_1,17XJ1A0252
4031,,gerald arreola,fest_2_event_4,,fest_2,17XJ1A0252
2569,,gerald arreola,fest_1_event_1,,fest_1,17XJ1A0252
1018,,gerald arreola,fest_2_event_3,,fest_2,17XJ1A0252
3386,,gerald arreola,fest_2_event_9,,fest_2,17XJ1A0252
3823,,gerald arreola,fest_1_event_13,,fest_1,17XJ1A0252
4487,,gerald arreola,fest_2_event_15,,fest_2,17XJ1A0252
4416,,gerald arreola,fest_2_event_5,,fest_2,17XJ1A0252
3170,,gerald arreola,fest_2_event_12,,fest_2,17XJ1A0252
4801,,gerald arreola,fest_1_event_6,,fest_1,17XJ1A0252
3045,,gerald arreola,fest_1_event_5,,fest_1,17XJ1A0252
3924,,gerald arreola,fest_1_event_9,,fest_1,17XJ1A0252
4702,,gerald arreola,fest_2_event_13,,fest_2,17XJ1A0252
1285,,gerald arreola,fest_2_event_8,,fest_2,17XJ1A0252
3067,,gerald arreola,fest_1_event_8,,fest_1,17XJ1A0252
3028,,gerald arreola,fest_2_event_11,,fest_2,17XJ1A0252
1439,,gerald arreola,fest_1_event_4,,fest_1,17XJ1A0252
2093,,estefany harmon,fest_1_event_11,,fest_1,17XJ1A0253
1279,,estefany harmon,fest_1_event_1,,fest_1,17XJ1A0253
3273,,estefany harmon,fest_1_event_1,,fest_1,17XJ1A0253
1142,,estefany harmon,fest_2_event_2,,fest_2,17XJ1A0253
4098,,estefany harmon,fest_1_event_9,,fest_1,17XJ1A0253
2522,,estefany harmon,fest_1_event_7,,fest_1,17XJ1A0253
3734,,estefany harmon,fest_2_event_10,,fest_2,17XJ1A0253
2537,,estefany harmon,fest_2_event_9,,fest_2,17XJ1A0253
4779,,estefany harmon,fest_1_event_13,,fest_1,17XJ1A0253
1234,,estefany harmon,fest_2_event_8,,fest_2,17XJ1A0253
1063,,estefany harmon,fest_1_event_7,,fest_1,17XJ1A0253
3547,,estefany harmon,fest_2_event_12,,fest_2,17XJ1A0253
3462,,estefany harmon,fest_1_event_8,,fest_1,17XJ1A0253
1108,,estefany harmon,fest_1_event_9,,fest_1,17XJ1A0253
3181,,estefany harmon,fest_2_event_7,,fest_2,17XJ1A0253
4705,,estefany harmon,fest_1_event_12,,fest_1,17XJ1A0253
5221,,estefany harmon,fest_2_event_15,,fest_2,17XJ1A0253
2116,,estefany harmon,fest_1_event_9,,fest_1,17XJ1A0253
2222,,estefany harmon,fest_2_event_9,,fest_2,17XJ1A0253
4987,,estefany harmon,fest_2_event_8,,fest_2,17XJ1A0253
3493,,estefany harmon,fest_2_event_11,,fest_2,17XJ1A0253
2900,,estefany harmon,fest_1_event_3,,fest_1,17XJ1A0253
2412,,estefany harmon,fest_2_event_12,,fest_2,17XJ1A0253
4721,,estefany harmon,fest_1_event_6,,fest_1,17XJ1A0253
3590,,estefany harmon,fest_2_event_10,,fest_2,17XJ1A0253
1190,,estefany harmon,fest_1_event_5,,fest_1,17XJ1A0253
1604,,estefany harmon,fest_1_event_10,,fest_1,17XJ1A0253
3792,,estefany harmon,fest_2_event_14,,fest_2,17XJ1A0253
5414,,estefany harmon,fest_2_event_2,,fest_2,17XJ1A0253
5075,,estefany harmon,fest_1_event_13,,fest_1,17XJ1A0253
4403,,estefany harmon,fest_2_event_3,,fest_2,17XJ1A0253
3258,,estefany harmon,fest_1_event_10,,fest_1,17XJ1A0253
3543,,estefany harmon,fest_2_event_7,,fest_2,17XJ1A0253
3524,,estefany harmon,fest_1_event_4,,fest_1,17XJ1A0253
2000,,estefany harmon,fest_2_event_6,,fest_2,17XJ1A0253
1551,,estefany harmon,fest_1_event_10,,fest_1,17XJ1A0253
3821,,estefany harmon,fest_1_event_4,,fest_1,17XJ1A0253
3574,,estefany harmon,fest_2_event_2,,fest_2,17XJ1A0253
4066,,estefany harmon,fest_1_event_8,,fest_1,17XJ1A0253
4555,,estefany harmon,fest_2_event_4,,fest_2,17XJ1A0253
1746,,estefany harmon,fest_2_event_3,,fest_2,17XJ1A0253
4325,,estefany harmon,fest_2_event_5,,fest_2,17XJ1A0253
1547,,estefany harmon,fest_2_event_14,,fest_2,17XJ1A0253
1092,,estefany harmon,fest_1_event_6,,fest_1,17XJ1A0253
4343,,eleni aranda,fest_1_event_3,,fest_1,17XJ1A0254
3808,,eleni aranda,fest_1_event_6,,fest_1,17XJ1A0254
3908,,eleni aranda,fest_1_event_5,,fest_1,17XJ1A0254
4900,,eleni aranda,fest_2_event_8,,fest_2,17XJ1A0254
2181,,eleni aranda,fest_2_event_12,,fest_2,17XJ1A0254
300,club_1,eleni aranda,club_1_event_2,Participant,,17XJ1A0254
307,club_1,eleni aranda,club_1_event_1,Participant,,17XJ1A0254
4884,,eleni aranda,fest_2_event_2,,fest_2,17XJ1A0254
4094,,eleni aranda,fest_1_event_4,,fest_1,17XJ1A0254
1857,,eleni aranda,fest_1_event_2,,fest_2,17XJ1A0254
1585,,eleni aranda,fest_2_event_15,,fest_2,17XJ1A0254
3457,,eleni aranda,fest_1_event_5,,fest_1,17XJ1A0254
3564,,eleni aranda,fest_2_event_7,,fest_2,17XJ1A0254
4901,,eleni aranda,fest_2_event_1,,fest_2,17XJ1A0254
336,club_1,eleni aranda,club_1_event_1,Participant,,17XJ1A0254
2488,,eleni aranda,fest_1_event_8,,fest_1,17XJ1A0254
2159,,eleni aranda,fest_2_event_5,,fest_2,17XJ1A0254
1275,,eleni aranda,fest_2_event_3,,fest_2,17XJ1A0254
2872,,eleni aranda,fest_1_event_3,,fest_1,17XJ1A0254
782,club_3,eleni aranda,club_3_event_2,Participant,,17XJ1A0254
1892,,eleni aranda,fest_2_event_6,,fest_2,17XJ1A0254
3105,,eleni aranda,fest_2_event_3,,fest_2,17XJ1A0254
2160,,eleni aranda,fest_1_event_7,,fest_1,17XJ1A0254
4000,,eleni aranda,fest_1_event_13,,fest_1,17XJ1A0254
4320,,eleni aranda,fest_2_event_2,,fest_2,17XJ1A0254
1368,,alison mcvey,fest_1_event_8,,fest_1,17XJ1A0255
5401,,alison mcvey,fest_2_event_1,,fest_2,17XJ1A0255
3802,,alison mcvey,fest_2_event_5,,fest_2,17XJ1A0255
1583,,alison mcvey,fest_1_event_6,,fest_1,17XJ1A0255
4071,,alison mcvey,fest_1_event_4,,fest_1,17XJ1A0255
3429,,alison mcvey,fest_2_event_3,,fest_2,17XJ1A0255
299,club_2,alison mcvey,club_2_event_3,Participant,,17XJ1A0255
3202,,alison mcvey,fest_1_event_1,,fest_1,17XJ1A0255
2662,,alison mcvey,fest_2_event_4,,fest_2,17XJ1A0255
611,club_1,alison mcvey,club_1_event_2,Participant,,17XJ1A0255
296,club_2,alison mcvey,club_2_event_1,Participant,,17XJ1A0255
1430,,alison mcvey,fest_2_event_6,,fest_2,17XJ1A0255
1860,,alison mcvey,fest_2_event_8,,fest_2,17XJ1A0255
4957,,alison mcvey,fest_1_event_3,,fest_1,17XJ1A0255
2,club_3,alison mcvey,club_3_event_2,Participant,,17XJ1A0255
3059,,alison mcvey,fest_1_event_5,,fest_1,17XJ1A0255
1157,,leona cabral,fest_2_event_9,,fest_2,17XJ1A0256
1087,,leona cabral,fest_1_event_10,,fest_1,17XJ1A0256
5004,,leona cabral,fest_1_event_4,,fest_1,17XJ1A0256
4609,,leona cabral,fest_1_event_1,,fest_1,17XJ1A0256
4988,,leona cabral,fest_1_event_7,,fest_1,17XJ1A0256
5349,,leona cabral,fest_2_event_6,,fest_2,17XJ1A0256
4241,,leona cabral,fest_2_event_3,,fest_2,17XJ1A0256
3157,,leona cabral,fest_2_event_5,,fest_2,17XJ1A0256
5286,,leona cabral,fest_2_event_14,,fest_2,17XJ1A0256
3340,,leona cabral,fest_1_event_10,,fest_1,17XJ1A0256
4278,,leona cabral,fest_2_event_3,,fest_2,17XJ1A0256
1299,,leona cabral,fest_1_event_2,,fest_2,17XJ1A0256
4538,,leona cabral,fest_2_event_13,,fest_2,17XJ1A0256
1782,,leona cabral,fest_1_event_11,,fest_1,17XJ1A0256
3184,,leona cabral,fest_2_event_4,,fest_2,17XJ1A0256
2560,,leona cabral,fest_2_event_11,,fest_2,17XJ1A0256
2006,,leona cabral,fest_1_event_12,,fest_1,17XJ1A0256
3282,,leona cabral,fest_1_event_3,,fest_1,17XJ1A0256
4566,,leona cabral,fest_2_event_10,,fest_2,17XJ1A0256
3513,,leona cabral,fest_1_event_8,,fest_1,17XJ1A0256
3549,,leona cabral,fest_2_event_4,,fest_2,17XJ1A0256
2846,,leona cabral,fest_1_event_5,,fest_1,17XJ1A0256
1881,,leona cabral,fest_2_event_1,,fest_2,17XJ1A0256
984,,leona cabral,,organiser_9,fest_1,17XJ1A0256
3741,,leona cabral,fest_1_event_6,,fest_1,17XJ1A0256
785,club_3,santiago nadeau,club_3_event_3,Participant,,17XJ1A0257
89,club_3,santiago nadeau,club_3_event_2,Participant,,17XJ1A0257
180,club_1,santiago nadeau,club_1_event_1,Participant,,17XJ1A0257
687,club_1,santiago nadeau,club_1_event_2,Participant,,17XJ1A0257
926,club_1,santiago nadeau,club_1_event_3,Participant,,17XJ1A0257
554,club_3,santiago nadeau,club_3_event_1,Participant,,17XJ1A0257
24,club_2,santiago nadeau,club_2_event_3,Participant,,17XJ1A0257
844,club_2,santiago nadeau,club_2_event_1,Participant,,17XJ1A0257
947,club_2,santiago nadeau,club_2_event_2,Participant,,17XJ1A0257
29,club_3,misty lavoie,club_3_event_1,Participant,,17XJ1A0258
52,club_2,misty lavoie,club_2_event_1,Participant,,17XJ1A0258
